Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z,PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z,FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL
4663,-4.13E+01,-2.09E+02,5.28E+00,-1.94E+00,2.58E-01,-2.94E-03,-7.72E+01,1.89E+01,2.29E+01,1.27E-01,7.38E-01,-6.91E-02,3.25E-01,-1.57E+00
4664,-4.13E+01,-2.09E+02,5.31E+00,-1.94E+00,2.58E-01,-2.83E-03,-7.72E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.91E-02,3.26E-01,-1.57E+00
4665,-4.14E+01,-2.09E+02,5.36E+00,-1.94E+00,2.58E-01,-2.69E-03,-7.73E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.90E-02,3.26E-01,-1.57E+00
4666,-4.14E+01,-2.09E+02,5.42E+00,-1.94E+00,2.58E-01,-2.54E-03,-7.73E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.90E-02,3.26E-01,-1.57E+00
4667,-4.14E+01,-2.09E+02,5.50E+00,-1.94E+00,2.58E-01,-2.39E-03,-7.73E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.90E-02,3.26E-01,-1.57E+00
4668,-4.14E+01,-2.09E+02,5.57E+00,-1.94E+00,2.58E-01,-2.26E-03,-7.73E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.90E-02,3.26E-01,-1.57E+00
4669,-4.14E+01,-2.09E+02,5.64E+00,-1.94E+00,2.58E-01,-2.16E-03,-7.74E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.89E-02,3.26E-01,-1.57E+00
4670,-4.13E+01,-2.09E+02,5.71E+00,-1.94E+00,2.58E-01,-2.09E-03,-7.73E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.89E-02,3.26E-01,-1.57E+00
4671,-4.13E+01,-2.09E+02,5.77E+00,-1.94E+00,2.58E-01,-2.06E-03,-7.73E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.89E-02,3.25E-01,-1.57E+00
4672,-4.13E+01,-2.09E+02,5.82E+00,-1.94E+00,2.58E-01,-2.09E-03,-7.73E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.89E-02,3.25E-01,-1.57E+00
4673,-4.13E+01,-2.09E+02,5.86E+00,-1.94E+00,2.58E-01,-2.15E-03,-7.73E+01,1.92E+01,2.28E+01,1.27E-01,7.39E-01,-6.88E-02,3.25E-01,-1.57E+00
4674,-4.13E+01,-2.09E+02,5.89E+00,-1.94E+00,2.58E-01,-2.23E-03,-7.73E+01,1.92E+01,2.28E+01,1.27E-01,7.39E-01,-6.88E-02,3.25E-01,-1.57E+00
4675,-4.12E+01,-2.09E+02,5.91E+00,-1.94E+00,2.58E-01,-2.37E-03,-7.73E+01,1.92E+01,2.28E+01,1.27E-01,7.38E-01,-6.88E-02,3.25E-01,-1.57E+00
4676,-4.12E+01,-2.09E+02,5.91E+00,-1.95E+00,2.58E-01,-2.55E-03,-7.72E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.88E-02,3.25E-01,-1.57E+00
4677,-4.12E+01,-2.09E+02,5.90E+00,-1.94E+00,2.59E-01,-2.76E-03,-7.72E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.88E-02,3.25E-01,-1.57E+00
4678,-4.12E+01,-2.08E+02,5.87E+00,-1.94E+00,2.59E-01,-2.99E-03,-7.72E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.88E-02,3.25E-01,-1.57E+00
4679,-4.12E+01,-2.08E+02,5.84E+00,-1.94E+00,2.59E-01,-3.23E-03,-7.72E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.88E-02,3.25E-01,-1.57E+00
4680,-4.12E+01,-2.08E+02,5.80E+00,-1.94E+00,2.59E-01,-3.48E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.89E-02,3.25E-01,-1.57E+00
4681,-4.12E+01,-2.08E+02,5.75E+00,-1.94E+00,2.59E-01,-3.73E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.89E-02,3.25E-01,-1.56E+00
4682,-4.12E+01,-2.08E+02,5.71E+00,-1.94E+00,2.59E-01,-3.95E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.89E-02,3.25E-01,-1.56E+00
4683,-4.12E+01,-2.08E+02,5.66E+00,-1.94E+00,2.59E-01,-4.14E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.89E-02,3.25E-01,-1.56E+00
4684,-4.12E+01,-2.08E+02,5.61E+00,-1.94E+00,2.59E-01,-4.32E-03,-7.70E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.90E-02,3.25E-01,-1.56E+00
4685,-4.13E+01,-2.08E+02,5.57E+00,-1.94E+00,2.59E-01,-4.46E-03,-7.70E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.90E-02,3.25E-01,-1.56E+00
4686,-4.13E+01,-2.08E+02,5.54E+00,-1.94E+00,2.59E-01,-4.61E-03,-7.70E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.90E-02,3.25E-01,-1.56E+00
4687,-4.12E+01,-2.08E+02,5.52E+00,-1.94E+00,2.58E-01,-4.67E-03,-7.70E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.90E-02,3.25E-01,-1.56E+00
4688,-4.12E+01,-2.08E+02,5.51E+00,-1.94E+00,2.58E-01,-4.74E-03,-7.70E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.90E-02,3.25E-01,-1.56E+00
4689,-4.12E+01,-2.08E+02,5.50E+00,-1.94E+00,2.58E-01,-4.76E-03,-7.70E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.90E-02,3.25E-01,-1.56E+00
4690,-4.12E+01,-2.08E+02,5.50E+00,-1.94E+00,2.58E-01,-4.70E-03,-7.70E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.90E-02,3.25E-01,-1.56E+00
4691,-4.12E+01,-2.08E+02,5.51E+00,-1.94E+00,2.58E-01,-4.63E-03,-7.70E+01,1.90E+01,2.27E+01,1.27E-01,7.37E-01,-6.90E-02,3.24E-01,-1.56E+00
4692,-4.12E+01,-2.08E+02,5.52E+00,-1.94E+00,2.58E-01,-4.54E-03,-7.70E+01,1.90E+01,2.27E+01,1.27E-01,7.37E-01,-6.90E-02,3.24E-01,-1.56E+00
4693,-4.11E+01,-2.08E+02,5.54E+00,-1.94E+00,2.58E-01,-4.42E-03,-7.70E+01,1.90E+01,2.27E+01,1.27E-01,7.37E-01,-6.89E-02,3.24E-01,-1.56E+00
4694,-4.11E+01,-2.08E+02,5.56E+00,-1.94E+00,2.58E-01,-4.25E-03,-7.70E+01,1.90E+01,2.27E+01,1.27E-01,7.38E-01,-6.89E-02,3.24E-01,-1.56E+00
4695,-4.11E+01,-2.08E+02,5.60E+00,-1.94E+00,2.58E-01,-4.08E-03,-7.70E+01,1.90E+01,2.27E+01,1.27E-01,7.38E-01,-6.89E-02,3.24E-01,-1.56E+00
4696,-4.11E+01,-2.08E+02,5.64E+00,-1.94E+00,2.58E-01,-3.91E-03,-7.70E+01,1.90E+01,2.27E+01,1.27E-01,7.38E-01,-6.89E-02,3.24E-01,-1.56E+00
4697,-4.11E+01,-2.08E+02,5.69E+00,-1.94E+00,2.58E-01,-3.70E-03,-7.70E+01,1.90E+01,2.27E+01,1.27E-01,7.38E-01,-6.89E-02,3.24E-01,-1.56E+00
4698,-4.11E+01,-2.08E+02,5.73E+00,-1.94E+00,2.59E-01,-3.56E-03,-7.70E+01,1.90E+01,2.27E+01,1.27E-01,7.38E-01,-6.89E-02,3.24E-01,-1.56E+00
4699,-4.11E+01,-2.08E+02,5.78E+00,-1.94E+00,2.59E-01,-3.41E-03,-7.70E+01,1.90E+01,2.27E+01,1.27E-01,7.38E-01,-6.89E-02,3.24E-01,-1.56E+00
4700,-4.11E+01,-2.08E+02,5.83E+00,-1.94E+00,2.59E-01,-3.27E-03,-7.70E+01,1.91E+01,2.27E+01,1.27E-01,7.38E-01,-6.89E-02,3.24E-01,-1.56E+00
4701,-4.11E+01,-2.08E+02,5.88E+00,-1.94E+00,2.59E-01,-3.18E-03,-7.70E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.89E-02,3.24E-01,-1.56E+00
4702,-4.11E+01,-2.08E+02,5.92E+00,-1.94E+00,2.59E-01,-3.10E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.39E-01,-6.89E-02,3.24E-01,-1.56E+00
4703,-4.11E+01,-2.08E+02,5.97E+00,-1.94E+00,2.59E-01,-3.05E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.39E-01,-6.90E-02,3.24E-01,-1.56E+00
4704,-4.11E+01,-2.08E+02,6.00E+00,-1.94E+00,2.59E-01,-3.05E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.39E-01,-6.90E-02,3.24E-01,-1.56E+00
4705,-4.11E+01,-2.08E+02,6.02E+00,-1.94E+00,2.59E-01,-3.09E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.39E-01,-6.90E-02,3.24E-01,-1.56E+00
4706,-4.11E+01,-2.08E+02,6.02E+00,-1.94E+00,2.59E-01,-3.15E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.39E-01,-6.90E-02,3.24E-01,-1.56E+00
4707,-4.12E+01,-2.08E+02,6.01E+00,-1.94E+00,2.59E-01,-3.27E-03,-7.72E+01,1.91E+01,2.28E+01,1.27E-01,7.39E-01,-6.90E-02,3.24E-01,-1.56E+00
4708,-4.12E+01,-2.08E+02,5.98E+00,-1.94E+00,2.59E-01,-3.38E-03,-7.72E+01,1.91E+01,2.28E+01,1.27E-01,7.39E-01,-6.90E-02,3.24E-01,-1.57E+00
4709,-4.12E+01,-2.08E+02,5.94E+00,-1.95E+00,2.59E-01,-3.47E-03,-7.72E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.90E-02,3.25E-01,-1.57E+00
4710,-4.12E+01,-2.09E+02,5.89E+00,-1.94E+00,2.59E-01,-3.59E-03,-7.72E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.90E-02,3.25E-01,-1.57E+00
4711,-4.12E+01,-2.09E+02,5.83E+00,-1.94E+00,2.59E-01,-3.74E-03,-7.73E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.90E-02,3.25E-01,-1.57E+00
4712,-4.13E+01,-2.09E+02,5.77E+00,-1.94E+00,2.59E-01,-3.91E-03,-7.73E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.90E-02,3.25E-01,-1.57E+00
4713,-4.13E+01,-2.09E+02,5.70E+00,-1.94E+00,2.59E-01,-4.03E-03,-7.73E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.90E-02,3.25E-01,-1.57E+00
4714,-4.13E+01,-2.09E+02,5.65E+00,-1.94E+00,2.58E-01,-4.11E-03,-7.73E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.89E-02,3.25E-01,-1.57E+00
4715,-4.13E+01,-2.09E+02,5.60E+00,-1.94E+00,2.58E-01,-4.16E-03,-7.73E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.89E-02,3.25E-01,-1.57E+00
4716,-4.13E+01,-2.09E+02,5.54E+00,-1.94E+00,2.58E-01,-4.22E-03,-7.74E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.88E-02,3.25E-01,-1.57E+00
4717,-4.13E+01,-2.09E+02,5.50E+00,-1.94E+00,2.58E-01,-4.28E-03,-7.74E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.88E-02,3.26E-01,-1.57E+00
4718,-4.14E+01,-2.09E+02,5.47E+00,-1.94E+00,2.57E-01,-4.36E-03,-7.74E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.87E-02,3.26E-01,-1.57E+00
4719,-4.14E+01,-2.09E+02,5.46E+00,-1.94E+00,2.57E-01,-4.44E-03,-7.75E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.86E-02,3.26E-01,-1.57E+00
4720,-4.14E+01,-2.09E+02,5.48E+00,-1.94E+00,2.57E-01,-4.51E-03,-7.75E+01,1.91E+01,2.30E+01,1.27E-01,7.38E-01,-6.86E-02,3.26E-01,-1.57E+00
4721,-4.14E+01,-2.09E+02,5.51E+00,-1.94E+00,2.57E-01,-4.54E-03,-7.75E+01,1.91E+01,2.30E+01,1.26E-01,7.38E-01,-6.85E-02,3.26E-01,-1.57E+00
4722,-4.14E+01,-2.09E+02,5.56E+00,-1.94E+00,2.57E-01,-4.57E-03,-7.75E+01,1.91E+01,2.30E+01,1.26E-01,7.38E-01,-6.84E-02,3.26E-01,-1.57E+00
4723,-4.15E+01,-2.09E+02,5.62E+00,-1.94E+00,2.56E-01,-4.56E-03,-7.76E+01,1.92E+01,2.30E+01,1.26E-01,7.38E-01,-6.84E-02,3.27E-01,-1.57E+00
4724,-4.15E+01,-2.09E+02,5.69E+00,-1.94E+00,2.56E-01,-4.52E-03,-7.76E+01,1.92E+01,2.30E+01,1.26E-01,7.38E-01,-6.83E-02,3.27E-01,-1.57E+00
4725,-4.15E+01,-2.09E+02,5.77E+00,-1.94E+00,2.56E-01,-4.45E-03,-7.76E+01,1.92E+01,2.30E+01,1.26E-01,7.38E-01,-6.83E-02,3.27E-01,-1.57E+00
4726,-4.15E+01,-2.09E+02,5.84E+00,-1.94E+00,2.56E-01,-4.36E-03,-7.76E+01,1.93E+01,2.30E+01,1.26E-01,7.38E-01,-6.82E-02,3.27E-01,-1.57E+00
4727,-4.15E+01,-2.09E+02,5.91E+00,-1.94E+00,2.56E-01,-4.30E-03,-7.76E+01,1.93E+01,2.30E+01,1.26E-01,7.38E-01,-6.82E-02,3.27E-01,-1.57E+00
4728,-4.15E+01,-2.09E+02,5.97E+00,-1.94E+00,2.56E-01,-4.23E-03,-7.76E+01,1.93E+01,2.30E+01,1.26E-01,7.38E-01,-6.82E-02,3.27E-01,-1.57E+00
4729,-4.15E+01,-2.09E+02,6.00E+00,-1.94E+00,2.57E-01,-4.13E-03,-7.75E+01,1.93E+01,2.30E+01,1.26E-01,7.38E-01,-6.82E-02,3.27E-01,-1.57E+00
4730,-4.15E+01,-2.09E+02,6.03E+00,-1.94E+00,2.57E-01,-4.02E-03,-7.75E+01,1.93E+01,2.30E+01,1.26E-01,7.38E-01,-6.82E-02,3.27E-01,-1.57E+00
4731,-4.15E+01,-2.09E+02,6.03E+00,-1.94E+00,2.57E-01,-3.94E-03,-7.75E+01,1.93E+01,2.30E+01,1.26E-01,7.38E-01,-6.82E-02,3.26E-01,-1.57E+00
4732,-4.14E+01,-2.09E+02,6.03E+00,-1.94E+00,2.57E-01,-3.85E-03,-7.75E+01,1.93E+01,2.30E+01,1.26E-01,7.38E-01,-6.83E-02,3.26E-01,-1.57E+00
4733,-4.14E+01,-2.09E+02,6.00E+00,-1.94E+00,2.57E-01,-3.77E-03,-7.75E+01,1.93E+01,2.29E+01,1.26E-01,7.38E-01,-6.83E-02,3.26E-01,-1.57E+00
4734,-4.14E+01,-2.09E+02,5.96E+00,-1.94E+00,2.57E-01,-3.69E-03,-7.74E+01,1.92E+01,2.29E+01,1.27E-01,7.38E-01,-6.84E-02,3.26E-01,-1.57E+00
4735,-4.14E+01,-2.09E+02,5.89E+00,-1.94E+00,2.58E-01,-3.60E-03,-7.74E+01,1.92E+01,2.29E+01,1.27E-01,7.38E-01,-6.85E-02,3.26E-01,-1.57E+00
4736,-4.13E+01,-2.09E+02,5.82E+00,-1.94E+00,2.58E-01,-3.51E-03,-7.74E+01,1.92E+01,2.29E+01,1.27E-01,7.38E-01,-6.86E-02,3.26E-01,-1.57E+00
4737,-4.13E+01,-2.09E+02,5.75E+00,-1.94E+00,2.58E-01,-3.41E-03,-7.74E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.87E-02,3.25E-01,-1.57E+00
4738,-4.13E+01,-2.09E+02,5.69E+00,-1.94E+00,2.58E-01,-3.33E-03,-7.74E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.88E-02,3.25E-01,-1.57E+00
4739,-4.13E+01,-2.09E+02,5.63E+00,-1.94E+00,2.59E-01,-3.25E-03,-7.73E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.88E-02,3.25E-01,-1.57E+00
4740,-4.12E+01,-2.09E+02,5.58E+00,-1.94E+00,2.59E-01,-3.16E-03,-7.73E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.89E-02,3.25E-01,-1.57E+00
4741,-4.12E+01,-2.09E+02,5.54E+00,-1.94E+00,2.59E-01,-3.07E-03,-7.73E+01,1.90E+01,2.28E+01,1.27E-01,7.39E-01,-6.90E-02,3.25E-01,-1.57E+00
4742,-4.12E+01,-2.09E+02,5.51E+00,-1.94E+00,2.59E-01,-3.01E-03,-7.73E+01,1.89E+01,2.28E+01,1.27E-01,7.39E-01,-6.90E-02,3.25E-01,-1.57E+00
4743,-4.12E+01,-2.09E+02,5.50E+00,-1.94E+00,2.59E-01,-2.96E-03,-7.73E+01,1.89E+01,2.28E+01,1.27E-01,7.39E-01,-6.91E-02,3.25E-01,-1.57E+00
4744,-4.12E+01,-2.09E+02,5.51E+00,-1.94E+00,2.59E-01,-2.92E-03,-7.73E+01,1.89E+01,2.29E+01,1.27E-01,7.39E-01,-6.91E-02,3.25E-01,-1.57E+00
4745,-4.12E+01,-2.09E+02,5.55E+00,-1.94E+00,2.59E-01,-2.92E-03,-7.73E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.91E-02,3.25E-01,-1.57E+00
4746,-4.12E+01,-2.09E+02,5.61E+00,-1.94E+00,2.59E-01,-2.90E-03,-7.74E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.91E-02,3.25E-01,-1.57E+00
4747,-4.13E+01,-2.09E+02,5.69E+00,-1.94E+00,2.59E-01,-2.91E-03,-7.74E+01,1.90E+01,2.29E+01,1.27E-01,7.39E-01,-6.90E-02,3.25E-01,-1.57E+00
4748,-4.13E+01,-2.09E+02,5.78E+00,-1.94E+00,2.59E-01,-2.96E-03,-7.74E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.90E-02,3.25E-01,-1.57E+00
4749,-4.13E+01,-2.09E+02,5.86E+00,-1.94E+00,2.59E-01,-3.04E-03,-7.73E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.90E-02,3.25E-01,-1.57E+00
4750,-4.13E+01,-2.09E+02,5.95E+00,-1.94E+00,2.59E-01,-3.16E-03,-7.73E+01,1.92E+01,2.29E+01,1.27E-01,7.39E-01,-6.89E-02,3.25E-01,-1.57E+00
4751,-4.13E+01,-2.09E+02,6.03E+00,-1.94E+00,2.59E-01,-3.32E-03,-7.73E+01,1.92E+01,2.29E+01,1.27E-01,7.38E-01,-6.89E-02,3.25E-01,-1.57E+00
4752,-4.13E+01,-2.09E+02,6.09E+00,-1.94E+00,2.58E-01,-3.48E-03,-7.73E+01,1.92E+01,2.29E+01,1.27E-01,7.38E-01,-6.88E-02,3.25E-01,-1.57E+00
4753,-4.13E+01,-2.09E+02,6.13E+00,-1.94E+00,2.58E-01,-3.70E-03,-7.73E+01,1.93E+01,2.29E+01,1.27E-01,7.38E-01,-6.88E-02,3.26E-01,-1.57E+00
4754,-4.13E+01,-2.09E+02,6.16E+00,-1.94E+00,2.58E-01,-3.92E-03,-7.73E+01,1.93E+01,2.28E+01,1.27E-01,7.38E-01,-6.88E-02,3.26E-01,-1.57E+00
4755,-4.13E+01,-2.08E+02,6.16E+00,-1.94E+00,2.58E-01,-4.13E-03,-7.73E+01,1.93E+01,2.28E+01,1.27E-01,7.38E-01,-6.88E-02,3.25E-01,-1.57E+00
4756,-4.13E+01,-2.08E+02,6.13E+00,-1.94E+00,2.58E-01,-4.34E-03,-7.72E+01,1.93E+01,2.28E+01,1.27E-01,7.38E-01,-6.87E-02,3.25E-01,-1.57E+00
4757,-4.13E+01,-2.08E+02,6.09E+00,-1.94E+00,2.58E-01,-4.52E-03,-7.72E+01,1.93E+01,2.28E+01,1.27E-01,7.38E-01,-6.87E-02,3.26E-01,-1.56E+00
4758,-4.13E+01,-2.08E+02,6.03E+00,-1.94E+00,2.58E-01,-4.70E-03,-7.72E+01,1.93E+01,2.28E+01,1.27E-01,7.37E-01,-6.88E-02,3.26E-01,-1.56E+00
4759,-4.14E+01,-2.08E+02,5.95E+00,-1.94E+00,2.58E-01,-4.83E-03,-7.72E+01,1.92E+01,2.28E+01,1.27E-01,7.37E-01,-6.88E-02,3.26E-01,-1.56E+00
4760,-4.14E+01,-2.08E+02,5.86E+00,-1.94E+00,2.58E-01,-4.94E-03,-7.72E+01,1.92E+01,2.29E+01,1.27E-01,7.37E-01,-6.88E-02,3.26E-01,-1.56E+00
4761,-4.14E+01,-2.08E+02,5.75E+00,-1.94E+00,2.58E-01,-5.02E-03,-7.72E+01,1.92E+01,2.29E+01,1.27E-01,7.37E-01,-6.89E-02,3.26E-01,-1.56E+00
4762,-4.14E+01,-2.08E+02,5.64E+00,-1.94E+00,2.58E-01,-5.06E-03,-7.71E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.89E-02,3.26E-01,-1.56E+00
4763,-4.14E+01,-2.08E+02,5.53E+00,-1.94E+00,2.58E-01,-5.04E-03,-7.71E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.89E-02,3.26E-01,-1.56E+00
4764,-4.14E+01,-2.08E+02,5.43E+00,-1.94E+00,2.58E-01,-4.94E-03,-7.71E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.90E-02,3.26E-01,-1.56E+00
4765,-4.14E+01,-2.08E+02,5.35E+00,-1.94E+00,2.59E-01,-4.81E-03,-7.71E+01,1.90E+01,2.29E+01,1.27E-01,7.37E-01,-6.91E-02,3.26E-01,-1.56E+00
4766,-4.14E+01,-2.08E+02,5.28E+00,-1.94E+00,2.59E-01,-4.64E-03,-7.71E+01,1.90E+01,2.29E+01,1.27E-01,7.37E-01,-6.91E-02,3.26E-01,-1.56E+00
4767,-4.14E+01,-2.08E+02,5.22E+00,-1.94E+00,2.59E-01,-4.46E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.92E-02,3.26E-01,-1.56E+00
4768,-4.13E+01,-2.08E+02,5.19E+00,-1.94E+00,2.59E-01,-4.26E-03,-7.70E+01,1.89E+01,2.28E+01,1.27E-01,7.37E-01,-6.92E-02,3.26E-01,-1.56E+00
4769,-4.13E+01,-2.08E+02,5.18E+00,-1.94E+00,2.59E-01,-4.08E-03,-7.70E+01,1.89E+01,2.28E+01,1.27E-01,7.37E-01,-6.92E-02,3.25E-01,-1.56E+00
4770,-4.13E+01,-2.08E+02,5.19E+00,-1.94E+00,2.59E-01,-3.89E-03,-7.70E+01,1.89E+01,2.28E+01,1.27E-01,7.37E-01,-6.93E-02,3.25E-01,-1.56E+00
4771,-4.12E+01,-2.08E+02,5.24E+00,-1.94E+00,2.60E-01,-3.71E-03,-7.69E+01,1.89E+01,2.28E+01,1.27E-01,7.38E-01,-6.93E-02,3.25E-01,-1.56E+00
4772,-4.12E+01,-2.08E+02,5.32E+00,-1.94E+00,2.60E-01,-3.54E-03,-7.69E+01,1.89E+01,2.27E+01,1.28E-01,7.38E-01,-6.93E-02,3.24E-01,-1.56E+00
4773,-4.11E+01,-2.08E+02,5.42E+00,-1.94E+00,2.60E-01,-3.40E-03,-7.69E+01,1.89E+01,2.27E+01,1.28E-01,7.38E-01,-6.93E-02,3.24E-01,-1.56E+00
4774,-4.11E+01,-2.08E+02,5.53E+00,-1.94E+00,2.60E-01,-3.27E-03,-7.69E+01,1.90E+01,2.27E+01,1.28E-01,7.38E-01,-6.93E-02,3.24E-01,-1.56E+00
4775,-4.10E+01,-2.08E+02,5.65E+00,-1.94E+00,2.60E-01,-3.17E-03,-7.68E+01,1.90E+01,2.27E+01,1.28E-01,7.38E-01,-6.93E-02,3.23E-01,-1.56E+00
4776,-4.10E+01,-2.08E+02,5.76E+00,-1.94E+00,2.60E-01,-3.09E-03,-7.68E+01,1.90E+01,2.27E+01,1.28E-01,7.38E-01,-6.93E-02,3.23E-01,-1.56E+00
4777,-4.10E+01,-2.08E+02,5.86E+00,-1.94E+00,2.60E-01,-3.05E-03,-7.68E+01,1.90E+01,2.27E+01,1.28E-01,7.38E-01,-6.93E-02,3.23E-01,-1.56E+00
4778,-4.10E+01,-2.08E+02,5.95E+00,-1.94E+00,2.61E-01,-3.04E-03,-7.68E+01,1.91E+01,2.27E+01,1.28E-01,7.39E-01,-6.93E-02,3.23E-01,-1.56E+00
4779,-4.10E+01,-2.08E+02,6.03E+00,-1.95E+00,2.61E-01,-3.08E-03,-7.69E+01,1.91E+01,2.27E+01,1.28E-01,7.39E-01,-6.93E-02,3.23E-01,-1.56E+00
4780,-4.10E+01,-2.08E+02,6.08E+00,-1.95E+00,2.61E-01,-3.14E-03,-7.69E+01,1.91E+01,2.27E+01,1.28E-01,7.39E-01,-6.93E-02,3.23E-01,-1.56E+00
4781,-4.10E+01,-2.08E+02,6.11E+00,-1.95E+00,2.61E-01,-3.20E-03,-7.69E+01,1.91E+01,2.27E+01,1.28E-01,7.39E-01,-6.93E-02,3.23E-01,-1.56E+00
4782,-4.10E+01,-2.08E+02,6.12E+00,-1.95E+00,2.61E-01,-3.30E-03,-7.69E+01,1.91E+01,2.27E+01,1.28E-01,7.39E-01,-6.93E-02,3.23E-01,-1.56E+00
4783,-4.10E+01,-2.08E+02,6.10E+00,-1.95E+00,2.61E-01,-3.40E-03,-7.70E+01,1.91E+01,2.27E+01,1.28E-01,7.39E-01,-6.93E-02,3.23E-01,-1.56E+00
4784,-4.11E+01,-2.08E+02,6.07E+00,-1.95E+00,2.61E-01,-3.50E-03,-7.70E+01,1.91E+01,2.28E+01,1.28E-01,7.39E-01,-6.93E-02,3.24E-01,-1.57E+00
4785,-4.11E+01,-2.09E+02,6.01E+00,-1.95E+00,2.61E-01,-3.58E-03,-7.70E+01,1.91E+01,2.28E+01,1.28E-01,7.39E-01,-6.93E-02,3.24E-01,-1.57E+00
4786,-4.12E+01,-2.09E+02,5.95E+00,-1.95E+00,2.61E-01,-3.65E-03,-7.71E+01,1.91E+01,2.28E+01,1.28E-01,7.39E-01,-6.94E-02,3.24E-01,-1.57E+00
4787,-4.12E+01,-2.09E+02,5.88E+00,-1.94E+00,2.61E-01,-3.70E-03,-7.71E+01,1.91E+01,2.28E+01,1.28E-01,7.39E-01,-6.94E-02,3.25E-01,-1.57E+00
4788,-4.13E+01,-2.09E+02,5.80E+00,-1.94E+00,2.61E-01,-3.71E-03,-7.72E+01,1.91E+01,2.29E+01,1.28E-01,7.39E-01,-6.94E-02,3.25E-01,-1.57E+00
4789,-4.13E+01,-2.09E+02,5.73E+00,-1.94E+00,2.61E-01,-3.67E-03,-7.72E+01,1.91E+01,2.29E+01,1.28E-01,7.39E-01,-6.94E-02,3.25E-01,-1.57E+00
