Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z,PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z,FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL
129,-4.65E+01,-2.32E+02,5.31E+00,-1.82E+00,1.94E-01,-1.64E-02,-8.60E+01,2.07E+01,2.64E+01,1.08E-01,7.03E-01,-5.77E-02,3.63E-01,-1.74E+00
130,-4.64E+01,-2.31E+02,5.23E+00,-1.83E+00,1.95E-01,-1.65E-02,-8.58E+01,2.06E+01,2.63E+01,1.08E-01,7.03E-01,-5.77E-02,3.63E-01,-1.74E+00
131,-4.63E+01,-2.31E+02,5.16E+00,-1.83E+00,1.95E-01,-1.66E-02,-8.56E+01,2.05E+01,2.62E+01,1.08E-01,7.04E-01,-5.77E-02,3.62E-01,-1.73E+00
132,-4.63E+01,-2.30E+02,5.10E+00,-1.83E+00,1.95E-01,-1.66E-02,-8.55E+01,2.05E+01,2.61E+01,1.08E-01,7.04E-01,-5.78E-02,3.62E-01,-1.73E+00
133,-4.62E+01,-2.30E+02,5.05E+00,-1.83E+00,1.96E-01,-1.67E-02,-8.53E+01,2.04E+01,2.61E+01,1.08E-01,7.05E-01,-5.78E-02,3.61E-01,-1.73E+00
134,-4.62E+01,-2.29E+02,5.02E+00,-1.83E+00,1.96E-01,-1.68E-02,-8.52E+01,2.04E+01,2.60E+01,1.09E-01,7.06E-01,-5.79E-02,3.62E-01,-1.72E+00
135,-4.63E+01,-2.29E+02,4.99E+00,-1.83E+00,1.97E-01,-1.68E-02,-8.51E+01,2.04E+01,2.60E+01,1.09E-01,7.06E-01,-5.79E-02,3.62E-01,-1.72E+00
136,-4.63E+01,-2.28E+02,4.96E+00,-1.84E+00,1.97E-01,-1.69E-02,-8.50E+01,2.04E+01,2.60E+01,1.09E-01,7.08E-01,-5.80E-02,3.62E-01,-1.72E+00
137,-4.63E+01,-2.28E+02,4.93E+00,-1.84E+00,1.98E-01,-1.70E-02,-8.49E+01,2.04E+01,2.60E+01,1.09E-01,7.08E-01,-5.80E-02,3.62E-01,-1.71E+00
138,-4.63E+01,-2.27E+02,4.90E+00,-1.84E+00,1.98E-01,-1.71E-02,-8.48E+01,2.04E+01,2.59E+01,1.10E-01,7.09E-01,-5.80E-02,3.62E-01,-1.71E+00
139,-4.63E+01,-2.26E+02,4.87E+00,-1.84E+00,1.99E-01,-1.72E-02,-8.46E+01,2.04E+01,2.59E+01,1.10E-01,7.10E-01,-5.81E-02,3.62E-01,-1.70E+00
140,-4.63E+01,-2.26E+02,4.84E+00,-1.85E+00,2.00E-01,-1.72E-02,-8.45E+01,2.04E+01,2.58E+01,1.10E-01,7.10E-01,-5.81E-02,3.62E-01,-1.70E+00
141,-4.63E+01,-2.25E+02,4.83E+00,-1.85E+00,2.00E-01,-1.72E-02,-8.43E+01,2.04E+01,2.58E+01,1.10E-01,7.11E-01,-5.81E-02,3.62E-01,-1.69E+00
142,-4.62E+01,-2.25E+02,4.82E+00,-1.85E+00,2.01E-01,-1.72E-02,-8.41E+01,2.04E+01,2.57E+01,1.10E-01,7.12E-01,-5.81E-02,3.62E-01,-1.69E+00
143,-4.62E+01,-2.24E+02,4.83E+00,-1.85E+00,2.01E-01,-1.72E-02,-8.40E+01,2.04E+01,2.57E+01,1.11E-01,7.12E-01,-5.81E-02,3.61E-01,-1.68E+00
144,-4.61E+01,-2.24E+02,4.85E+00,-1.85E+00,2.02E-01,-1.71E-02,-8.38E+01,2.04E+01,2.56E+01,1.11E-01,7.13E-01,-5.81E-02,3.61E-01,-1.68E+00
145,-4.60E+01,-2.23E+02,4.86E+00,-1.86E+00,2.02E-01,-1.70E-02,-8.37E+01,2.04E+01,2.56E+01,1.11E-01,7.14E-01,-5.81E-02,3.60E-01,-1.68E+00
146,-4.60E+01,-2.23E+02,4.86E+00,-1.86E+00,2.02E-01,-1.69E-02,-8.36E+01,2.04E+01,2.55E+01,1.11E-01,7.14E-01,-5.81E-02,3.60E-01,-1.68E+00
147,-4.59E+01,-2.23E+02,4.83E+00,-1.86E+00,2.02E-01,-1.68E-02,-8.35E+01,2.03E+01,2.54E+01,1.11E-01,7.14E-01,-5.81E-02,3.59E-01,-1.68E+00
148,-4.58E+01,-2.23E+02,4.79E+00,-1.86E+00,2.02E-01,-1.66E-02,-8.34E+01,2.03E+01,2.54E+01,1.11E-01,7.15E-01,-5.81E-02,3.58E-01,-1.68E+00
149,-4.57E+01,-2.23E+02,4.73E+00,-1.86E+00,2.02E-01,-1.64E-02,-8.34E+01,2.03E+01,2.54E+01,1.11E-01,7.15E-01,-5.81E-02,3.58E-01,-1.68E+00
150,-4.57E+01,-2.23E+02,4.63E+00,-1.86E+00,2.02E-01,-1.62E-02,-8.33E+01,2.02E+01,2.53E+01,1.11E-01,7.16E-01,-5.81E-02,3.57E-01,-1.68E+00
151,-4.56E+01,-2.23E+02,4.50E+00,-1.86E+00,2.02E-01,-1.59E-02,-8.33E+01,2.02E+01,2.53E+01,1.11E-01,7.16E-01,-5.81E-02,3.57E-01,-1.68E+00
152,-4.56E+01,-2.23E+02,4.36E+00,-1.86E+00,2.02E-01,-1.56E-02,-8.32E+01,2.01E+01,2.53E+01,1.10E-01,7.16E-01,-5.81E-02,3.57E-01,-1.68E+00
153,-4.55E+01,-2.23E+02,4.20E+00,-1.86E+00,2.02E-01,-1.54E-02,-8.31E+01,2.00E+01,2.52E+01,1.10E-01,7.16E-01,-5.80E-02,3.56E-01,-1.68E+00
154,-4.55E+01,-2.23E+02,4.06E+00,-1.86E+00,2.02E-01,-1.48E-02,-8.31E+01,1.99E+01,2.52E+01,1.10E-01,7.16E-01,-5.80E-02,3.56E-01,-1.68E+00
155,-4.54E+01,-2.23E+02,3.95E+00,-1.86E+00,2.02E-01,-1.44E-02,-8.30E+01,1.99E+01,2.52E+01,1.10E-01,7.16E-01,-5.81E-02,3.56E-01,-1.68E+00
156,-4.53E+01,-2.23E+02,3.87E+00,-1.86E+00,2.02E-01,-1.39E-02,-8.29E+01,1.98E+01,2.51E+01,1.10E-01,7.16E-01,-5.81E-02,3.55E-01,-1.68E+00
157,-4.53E+01,-2.23E+02,3.83E+00,-1.86E+00,2.02E-01,-1.33E-02,-8.28E+01,1.97E+01,2.51E+01,1.10E-01,7.16E-01,-5.81E-02,3.54E-01,-1.67E+00
158,-4.52E+01,-2.23E+02,3.82E+00,-1.86E+00,2.02E-01,-1.28E-02,-8.27E+01,1.97E+01,2.51E+01,1.11E-01,7.16E-01,-5.82E-02,3.54E-01,-1.67E+00
159,-4.51E+01,-2.22E+02,3.84E+00,-1.86E+00,2.03E-01,-1.23E-02,-8.26E+01,1.97E+01,2.50E+01,1.11E-01,7.17E-01,-5.83E-02,3.53E-01,-1.67E+00
160,-4.50E+01,-2.22E+02,3.88E+00,-1.86E+00,2.03E-01,-1.18E-02,-8.26E+01,1.96E+01,2.50E+01,1.11E-01,7.16E-01,-5.84E-02,3.53E-01,-1.67E+00
161,-4.50E+01,-2.22E+02,3.93E+00,-1.86E+00,2.03E-01,-1.14E-02,-8.25E+01,1.96E+01,2.50E+01,1.11E-01,7.16E-01,-5.85E-02,3.52E-01,-1.66E+00
162,-4.50E+01,-2.21E+02,3.98E+00,-1.86E+00,2.03E-01,-1.10E-02,-8.25E+01,1.96E+01,2.50E+01,1.11E-01,7.16E-01,-5.87E-02,3.52E-01,-1.66E+00
163,-4.50E+01,-2.21E+02,4.03E+00,-1.86E+00,2.03E-01,-1.07E-02,-8.25E+01,1.97E+01,2.50E+01,1.11E-01,7.16E-01,-5.87E-02,3.52E-01,-1.66E+00
164,-4.50E+01,-2.21E+02,4.07E+00,-1.86E+00,2.04E-01,-1.04E-02,-8.26E+01,1.97E+01,2.51E+01,1.11E-01,7.16E-01,-5.88E-02,3.53E-01,-1.66E+00
165,-4.51E+01,-2.21E+02,4.10E+00,-1.86E+00,2.04E-01,-1.02E-02,-8.26E+01,1.97E+01,2.51E+01,1.11E-01,7.16E-01,-5.89E-02,3.53E-01,-1.66E+00
166,-4.52E+01,-2.21E+02,4.13E+00,-1.86E+00,2.04E-01,-9.96E-03,-8.27E+01,1.98E+01,2.52E+01,1.11E-01,7.15E-01,-5.89E-02,3.54E-01,-1.66E+00
167,-4.53E+01,-2.21E+02,4.17E+00,-1.86E+00,2.04E-01,-9.99E-03,-8.28E+01,1.99E+01,2.53E+01,1.11E-01,7.15E-01,-5.90E-02,3.55E-01,-1.66E+00
168,-4.54E+01,-2.21E+02,4.20E+00,-1.86E+00,2.04E-01,-1.00E-02,-8.30E+01,1.99E+01,2.54E+01,1.11E-01,7.15E-01,-5.90E-02,3.56E-01,-1.66E+00
169,-4.56E+01,-2.21E+02,4.21E+00,-1.86E+00,2.04E-01,-1.00E-02,-8.31E+01,2.00E+01,2.55E+01,1.11E-01,7.15E-01,-5.90E-02,3.57E-01,-1.66E+00
170,-4.57E+01,-2.21E+02,4.21E+00,-1.86E+00,2.05E-01,-1.01E-02,-8.32E+01,2.01E+01,2.55E+01,1.11E-01,7.15E-01,-5.90E-02,3.58E-01,-1.66E+00
171,-4.58E+01,-2.22E+02,4.20E+00,-1.86E+00,2.05E-01,-1.03E-02,-8.33E+01,2.01E+01,2.56E+01,1.11E-01,7.14E-01,-5.89E-02,3.58E-01,-1.66E+00
172,-4.59E+01,-2.22E+02,4.21E+00,-1.86E+00,2.04E-01,-1.04E-02,-8.33E+01,2.02E+01,2.57E+01,1.11E-01,7.14E-01,-5.88E-02,3.59E-01,-1.67E+00
173,-4.59E+01,-2.22E+02,4.21E+00,-1.86E+00,2.05E-01,-1.08E-02,-8.34E+01,2.02E+01,2.58E+01,1.11E-01,7.14E-01,-5.88E-02,3.60E-01,-1.67E+00
174,-4.60E+01,-2.22E+02,4.21E+00,-1.86E+00,2.04E-01,-1.08E-02,-8.34E+01,2.03E+01,2.58E+01,1.10E-01,7.14E-01,-5.87E-02,3.60E-01,-1.67E+00
175,-4.60E+01,-2.22E+02,4.19E+00,-1.86E+00,2.04E-01,-1.08E-02,-8.34E+01,2.03E+01,2.58E+01,1.10E-01,7.14E-01,-5.86E-02,3.60E-01,-1.67E+00
176,-4.60E+01,-2.22E+02,4.17E+00,-1.86E+00,2.04E-01,-1.09E-02,-8.33E+01,2.03E+01,2.58E+01,1.10E-01,7.14E-01,-5.83E-02,3.60E-01,-1.67E+00
177,-4.60E+01,-2.22E+02,4.15E+00,-1.86E+00,2.03E-01,-1.09E-02,-8.32E+01,2.03E+01,2.58E+01,1.10E-01,7.14E-01,-5.83E-02,3.60E-01,-1.67E+00
178,-4.59E+01,-2.22E+02,4.14E+00,-1.86E+00,2.03E-01,-1.09E-02,-8.31E+01,2.03E+01,2.58E+01,1.10E-01,7.14E-01,-5.81E-02,3.59E-01,-1.67E+00
179,-4.58E+01,-2.22E+02,4.14E+00,-1.86E+00,2.03E-01,-1.08E-02,-8.30E+01,2.02E+01,2.57E+01,1.09E-01,7.14E-01,-5.80E-02,3.59E-01,-1.67E+00
180,-4.58E+01,-2.21E+02,4.15E+00,-1.86E+00,2.02E-01,-1.08E-02,-8.28E+01,2.02E+01,2.57E+01,1.09E-01,7.14E-01,-5.78E-02,3.58E-01,-1.66E+00
181,-4.56E+01,-2.21E+02,4.15E+00,-1.86E+00,2.02E-01,-1.07E-02,-8.26E+01,2.02E+01,2.56E+01,1.09E-01,7.15E-01,-5.77E-02,3.57E-01,-1.66E+00
182,-4.55E+01,-2.20E+02,4.16E+00,-1.86E+00,2.02E-01,-1.05E-02,-8.23E+01,2.01E+01,2.55E+01,1.09E-01,7.15E-01,-5.76E-02,3.56E-01,-1.65E+00
183,-4.54E+01,-2.19E+02,4.16E+00,-1.87E+00,2.02E-01,-1.05E-02,-8.21E+01,2.01E+01,2.54E+01,1.09E-01,7.15E-01,-5.76E-02,3.55E-01,-1.65E+00
184,-4.52E+01,-2.19E+02,4.17E+00,-1.87E+00,2.02E-01,-1.04E-02,-8.18E+01,2.00E+01,2.52E+01,1.09E-01,7.15E-01,-5.76E-02,3.54E-01,-1.64E+00
185,-4.50E+01,-2.18E+02,4.19E+00,-1.87E+00,2.03E-01,-1.03E-02,-8.16E+01,2.00E+01,2.51E+01,1.09E-01,7.16E-01,-5.76E-02,3.53E-01,-1.64E+00
186,-4.49E+01,-2.17E+02,4.22E+00,-1.87E+00,2.03E-01,-1.03E-02,-8.13E+01,1.99E+01,2.50E+01,1.09E-01,7.16E-01,-5.76E-02,3.52E-01,-1.63E+00
187,-4.47E+01,-2.16E+02,4.28E+00,-1.87E+00,2.04E-01,-1.02E-02,-8.11E+01,1.99E+01,2.49E+01,1.09E-01,7.16E-01,-5.77E-02,3.51E-01,-1.63E+00
188,-4.46E+01,-2.16E+02,4.35E+00,-1.87E+00,2.04E-01,-1.02E-02,-8.09E+01,1.99E+01,2.48E+01,1.09E-01,7.17E-01,-5.78E-02,3.50E-01,-1.62E+00
189,-4.45E+01,-2.15E+02,4.43E+00,-1.87E+00,2.05E-01,-1.02E-02,-8.07E+01,1.99E+01,2.47E+01,1.09E-01,7.17E-01,-5.79E-02,3.49E-01,-1.62E+00
190,-4.44E+01,-2.15E+02,4.51E+00,-1.87E+00,2.06E-01,-1.00E-02,-8.06E+01,1.99E+01,2.46E+01,1.09E-01,7.17E-01,-5.81E-02,3.48E-01,-1.61E+00
191,-4.44E+01,-2.14E+02,4.59E+00,-1.87E+00,2.07E-01,-9.96E-03,-8.05E+01,1.99E+01,2.46E+01,1.10E-01,7.18E-01,-5.82E-02,3.48E-01,-1.61E+00
192,-4.44E+01,-2.14E+02,4.66E+00,-1.87E+00,2.08E-01,-9.88E-03,-8.04E+01,1.99E+01,2.46E+01,1.10E-01,7.18E-01,-5.84E-02,3.48E-01,-1.61E+00
193,-4.44E+01,-2.14E+02,4.72E+00,-1.87E+00,2.09E-01,-9.81E-03,-8.03E+01,1.99E+01,2.45E+01,1.10E-01,7.18E-01,-5.86E-02,3.48E-01,-1.61E+00
194,-4.44E+01,-2.14E+02,4.77E+00,-1.87E+00,2.10E-01,-9.70E-03,-8.03E+01,1.99E+01,2.45E+01,1.11E-01,7.19E-01,-5.88E-02,3.48E-01,-1.61E+00
195,-4.44E+01,-2.15E+02,4.77E+00,-1.88E+00,2.10E-01,-9.68E-03,-8.03E+01,1.99E+01,2.45E+01,1.11E-01,7.19E-01,-5.89E-02,3.48E-01,-1.61E+00
196,-4.44E+01,-2.15E+02,4.74E+00,-1.88E+00,2.11E-01,-9.61E-03,-8.03E+01,1.99E+01,2.45E+01,1.11E-01,7.19E-01,-5.90E-02,3.48E-01,-1.61E+00
197,-4.44E+01,-2.15E+02,4.69E+00,-1.88E+00,2.12E-01,-9.53E-03,-8.02E+01,1.98E+01,2.45E+01,1.12E-01,7.19E-01,-5.91E-02,3.48E-01,-1.61E+00
198,-4.44E+01,-2.15E+02,4.63E+00,-1.88E+00,2.13E-01,-9.47E-03,-8.02E+01,1.98E+01,2.45E+01,1.12E-01,7.19E-01,-5.92E-02,3.48E-01,-1.62E+00
199,-4.44E+01,-2.15E+02,4.56E+00,-1.88E+00,2.13E-01,-9.29E-03,-8.02E+01,1.98E+01,2.44E+01,1.12E-01,7.20E-01,-5.94E-02,3.48E-01,-1.62E+00
200,-4.43E+01,-2.15E+02,4.45E+00,-1.88E+00,2.14E-01,-9.05E-03,-8.02E+01,1.98E+01,2.44E+01,1.12E-01,7.20E-01,-5.95E-02,3.48E-01,-1.62E+00
201,-4.43E+01,-2.15E+02,4.31E+00,-1.88E+00,2.15E-01,-8.96E-03,-8.01E+01,1.97E+01,2.44E+01,1.13E-01,7.20E-01,-5.96E-02,3.47E-01,-1.62E+00
202,-4.42E+01,-2.15E+02,4.17E+00,-1.88E+00,2.15E-01,-8.80E-03,-8.00E+01,1.96E+01,2.43E+01,1.13E-01,7.20E-01,-5.98E-02,3.46E-01,-1.62E+00
203,-4.41E+01,-2.15E+02,4.02E+00,-1.88E+00,2.16E-01,-8.70E-03,-7.98E+01,1.95E+01,2.42E+01,1.13E-01,7.19E-01,-6.00E-02,3.46E-01,-1.61E+00
204,-4.39E+01,-2.14E+02,3.87E+00,-1.88E+00,2.17E-01,-8.58E-03,-7.97E+01,1.94E+01,2.42E+01,1.14E-01,7.19E-01,-6.02E-02,3.45E-01,-1.61E+00
205,-4.38E+01,-2.14E+02,3.73E+00,-1.88E+00,2.18E-01,-8.32E-03,-7.96E+01,1.93E+01,2.41E+01,1.14E-01,7.19E-01,-6.04E-02,3.44E-01,-1.61E+00
206,-4.37E+01,-2.14E+02,3.60E+00,-1.88E+00,2.19E-01,-8.22E-03,-7.94E+01,1.92E+01,2.40E+01,1.14E-01,7.19E-01,-6.06E-02,3.43E-01,-1.60E+00
207,-4.35E+01,-2.13E+02,3.51E+00,-1.88E+00,2.20E-01,-7.92E-03,-7.92E+01,1.91E+01,2.39E+01,1.15E-01,7.19E-01,-6.09E-02,3.41E-01,-1.60E+00
208,-4.33E+01,-2.12E+02,3.45E+00,-1.88E+00,2.20E-01,-7.76E-03,-7.90E+01,1.90E+01,2.38E+01,1.15E-01,7.19E-01,-6.12E-02,3.40E-01,-1.60E+00
209,-4.32E+01,-2.12E+02,3.42E+00,-1.88E+00,2.21E-01,-7.52E-03,-7.89E+01,1.89E+01,2.37E+01,1.15E-01,7.19E-01,-6.15E-02,3.39E-01,-1.59E+00
210,-4.30E+01,-2.11E+02,3.43E+00,-1.88E+00,2.22E-01,-7.30E-03,-7.88E+01,1.89E+01,2.37E+01,1.15E-01,7.19E-01,-6.17E-02,3.38E-01,-1.59E+00
211,-4.29E+01,-2.11E+02,3.48E+00,-1.88E+00,2.23E-01,-7.11E-03,-7.87E+01,1.89E+01,2.36E+01,1.16E-01,7.19E-01,-6.20E-02,3.37E-01,-1.59E+00
212,-4.28E+01,-2.11E+02,3.54E+00,-1.88E+00,2.24E-01,-6.94E-03,-7.87E+01,1.89E+01,2.36E+01,1.16E-01,7.19E-01,-6.22E-02,3.36E-01,-1.58E+00
213,-4.28E+01,-2.11E+02,3.63E+00,-1.88E+00,2.25E-01,-6.82E-03,-7.87E+01,1.89E+01,2.36E+01,1.16E-01,7.19E-01,-6.25E-02,3.36E-01,-1.58E+00
214,-4.28E+01,-2.10E+02,3.72E+00,-1.88E+00,2.25E-01,-6.67E-03,-7.87E+01,1.89E+01,2.36E+01,1.16E-01,7.19E-01,-6.26E-02,3.36E-01,-1.58E+00
215,-4.28E+01,-2.11E+02,3.81E+00,-1.88E+00,2.26E-01,-6.55E-03,-7.88E+01,1.90E+01,2.36E+01,1.16E-01,7.19E-01,-6.28E-02,3.36E-01,-1.58E+00
216,-4.29E+01,-2.11E+02,3.90E+00,-1.88E+00,2.26E-01,-6.42E-03,-7.90E+01,1.90E+01,2.37E+01,1.16E-01,7.19E-01,-6.29E-02,3.37E-01,-1.58E+00
217,-4.30E+01,-2.11E+02,3.98E+00,-1.88E+00,2.27E-01,-6.32E-03,-7.91E+01,1.91E+01,2.38E+01,1.16E-01,7.19E-01,-6.29E-02,3.37E-01,-1.59E+00
218,-4.31E+01,-2.12E+02,4.05E+00,-1.88E+00,2.27E-01,-6.22E-03,-7.93E+01,1.92E+01,2.39E+01,1.16E-01,7.19E-01,-6.29E-02,3.38E-01,-1.59E+00
219,-4.32E+01,-2.12E+02,4.13E+00,-1.88E+00,2.27E-01,-6.11E-03,-7.95E+01,1.92E+01,2.40E+01,1.16E-01,7.19E-01,-6.29E-02,3.39E-01,-1.59E+00
220,-4.33E+01,-2.13E+02,4.24E+00,-1.88E+00,2.27E-01,-6.03E-03,-7.97E+01,1.93E+01,2.41E+01,1.16E-01,7.19E-01,-6.28E-02,3.40E-01,-1.60E+00
221,-4.35E+01,-2.13E+02,4.34E+00,-1.88E+00,2.26E-01,-5.97E-03,-7.98E+01,1.94E+01,2.41E+01,1.16E-01,7.19E-01,-6.27E-02,3.41E-01,-1.60E+00
222,-4.36E+01,-2.13E+02,4.42E+00,-1.88E+00,2.26E-01,-5.97E-03,-7.99E+01,1.95E+01,2.42E+01,1.16E-01,7.19E-01,-6.26E-02,3.42E-01,-1.60E+00
223,-4.37E+01,-2.14E+02,4.47E+00,-1.88E+00,2.26E-01,-5.94E-03,-8.00E+01,1.95E+01,2.43E+01,1.15E-01,7.18E-01,-6.25E-02,3.43E-01,-1.61E+00
224,-4.38E+01,-2.14E+02,4.50E+00,-1.88E+00,2.26E-01,-5.99E-03,-8.01E+01,1.96E+01,2.43E+01,1.15E-01,7.18E-01,-6.24E-02,3.44E-01,-1.61E+00
225,-4.39E+01,-2.14E+02,4.54E+00,-1.88E+00,2.26E-01,-5.99E-03,-8.02E+01,1.96E+01,2.44E+01,1.15E-01,7.18E-01,-6.23E-02,3.44E-01,-1.61E+00
226,-4.40E+01,-2.14E+02,4.57E+00,-1.88E+00,2.25E-01,-6.06E-03,-8.02E+01,1.97E+01,2.44E+01,1.15E-01,7.18E-01,-6.22E-02,3.45E-01,-1.61E+00
227,-4.40E+01,-2.14E+02,4.57E+00,-1.88E+00,2.25E-01,-6.12E-03,-8.02E+01,1.97E+01,2.44E+01,1.15E-01,7.18E-01,-6.20E-02,3.45E-01,-1.61E+00
228,-4.40E+01,-2.14E+02,4.55E+00,-1.88E+00,2.25E-01,-6.16E-03,-8.01E+01,1.97E+01,2.44E+01,1.15E-01,7.17E-01,-6.19E-02,3.45E-01,-1.61E+00
229,-4.40E+01,-2.14E+02,4.52E+00,-1.88E+00,2.25E-01,-6.19E-03,-8.01E+01,1.97E+01,2.44E+01,1.15E-01,7.17E-01,-6.19E-02,3.45E-01,-1.61E+00
230,-4.40E+01,-2.13E+02,4.50E+00,-1.88E+00,2.25E-01,-6.19E-03,-7.99E+01,1.97E+01,2.43E+01,1.15E-01,7.17E-01,-6.18E-02,3.45E-01,-1.60E+00
231,-4.40E+01,-2.13E+02,4.47E+00,-1.88E+00,2.26E-01,-6.23E-03,-7.98E+01,1.97E+01,2.43E+01,1.15E-01,7.16E-01,-6.18E-02,3.45E-01,-1.60E+00
232,-4.39E+01,-2.12E+02,4.45E+00,-1.88E+00,2.26E-01,-6.22E-03,-7.96E+01,1.97E+01,2.42E+01,1.15E-01,7.16E-01,-6.18E-02,3.44E-01,-1.59E+00
233,-4.38E+01,-2.12E+02,4.43E+00,-1.88E+00,2.26E-01,-6.33E-03,-7.94E+01,1.96E+01,2.41E+01,1.15E-01,7.16E-01,-6.18E-02,3.44E-01,-1.59E+00
234,-4.37E+01,-2.11E+02,4.39E+00,-1.88E+00,2.27E-01,-6.31E-03,-7.92E+01,1.96E+01,2.40E+01,1.15E-01,7.16E-01,-6.18E-02,3.43E-01,-1.59E+00
235,-4.36E+01,-2.11E+02,4.35E+00,-1.88E+00,2.27E-01,-6.34E-03,-7.90E+01,1.95E+01,2.40E+01,1.15E-01,7.16E-01,-6.19E-02,3.42E-01,-1.58E+00
236,-4.35E+01,-2.10E+02,4.29E+00,-1.88E+00,2.28E-01,-6.32E-03,-7.88E+01,1.95E+01,2.39E+01,1.15E-01,7.16E-01,-6.20E-02,3.41E-01,-1.58E+00
237,-4.34E+01,-2.09E+02,4.23E+00,-1.88E+00,2.28E-01,-6.32E-03,-7.86E+01,1.94E+01,2.38E+01,1.15E-01,7.16E-01,-6.21E-02,3.40E-01,-1.57E+00
238,-4.32E+01,-2.09E+02,4.17E+00,-1.88E+00,2.29E-01,-6.31E-03,-7.84E+01,1.93E+01,2.37E+01,1.15E-01,7.15E-01,-6.22E-02,3.39E-01,-1.57E+00
239,-4.31E+01,-2.08E+02,4.11E+00,-1.88E+00,2.29E-01,-6.31E-03,-7.82E+01,1.92E+01,2.36E+01,1.15E-01,7.16E-01,-6.24E-02,3.38E-01,-1.56E+00
240,-4.29E+01,-2.08E+02,4.06E+00,-1.88E+00,2.30E-01,-6.21E-03,-7.80E+01,1.92E+01,2.35E+01,1.16E-01,7.16E-01,-6.25E-02,3.37E-01,-1.56E+00
241,-4.28E+01,-2.08E+02,4.03E+00,-1.88E+00,2.31E-01,-6.09E-03,-7.79E+01,1.91E+01,2.34E+01,1.16E-01,7.16E-01,-6.27E-02,3.36E-01,-1.56E+00
242,-4.27E+01,-2.07E+02,4.00E+00,-1.88E+00,2.31E-01,-5.98E-03,-7.78E+01,1.91E+01,2.34E+01,1.16E-01,7.16E-01,-6.28E-02,3.35E-01,-1.56E+00
243,-4.26E+01,-2.07E+02,3.99E+00,-1.88E+00,2.32E-01,-5.87E-03,-7.77E+01,1.90E+01,2.33E+01,1.16E-01,7.16E-01,-6.30E-02,3.35E-01,-1.56E+00
244,-4.25E+01,-2.07E+02,4.00E+00,-1.88E+00,2.32E-01,-5.76E-03,-7.76E+01,1.90E+01,2.33E+01,1.16E-01,7.16E-01,-6.32E-02,3.34E-01,-1.56E+00
245,-4.25E+01,-2.07E+02,4.02E+00,-1.88E+00,2.33E-01,-5.61E-03,-7.76E+01,1.89E+01,2.33E+01,1.17E-01,7.16E-01,-6.33E-02,3.34E-01,-1.56E+00
246,-4.24E+01,-2.07E+02,4.06E+00,-1.88E+00,2.33E-01,-5.53E-03,-7.76E+01,1.89E+01,2.32E+01,1.17E-01,7.17E-01,-6.35E-02,3.33E-01,-1.56E+00
247,-4.24E+01,-2.08E+02,4.11E+00,-1.88E+00,2.34E-01,-5.47E-03,-7.77E+01,1.89E+01,2.32E+01,1.17E-01,7.17E-01,-6.37E-02,3.33E-01,-1.56E+00
248,-4.23E+01,-2.08E+02,4.18E+00,-1.88E+00,2.34E-01,-5.47E-03,-7.77E+01,1.89E+01,2.32E+01,1.17E-01,7.17E-01,-6.38E-02,3.32E-01,-1.56E+00
249,-4.22E+01,-2.08E+02,4.27E+00,-1.88E+00,2.35E-01,-5.41E-03,-7.78E+01,1.89E+01,2.32E+01,1.17E-01,7.17E-01,-6.40E-02,3.32E-01,-1.56E+00
250,-4.22E+01,-2.08E+02,4.38E+00,-1.88E+00,2.35E-01,-5.46E-03,-7.78E+01,1.89E+01,2.32E+01,1.17E-01,7.17E-01,-6.41E-02,3.32E-01,-1.56E+00
251,-4.21E+01,-2.08E+02,4.51E+00,-1.88E+00,2.36E-01,-5.52E-03,-7.79E+01,1.89E+01,2.31E+01,1.18E-01,7.17E-01,-6.43E-02,3.31E-01,-1.57E+00
252,-4.21E+01,-2.09E+02,4.64E+00,-1.89E+00,2.36E-01,-5.56E-03,-7.79E+01,1.89E+01,2.31E+01,1.18E-01,7.17E-01,-6.44E-02,3.31E-01,-1.57E+00
253,-4.20E+01,-2.09E+02,4.76E+00,-1.89E+00,2.37E-01,-5.58E-03,-7.79E+01,1.89E+01,2.31E+01,1.18E-01,7.17E-01,-6.45E-02,3.30E-01,-1.57E+00
254,-4.20E+01,-2.09E+02,4.87E+00,-1.89E+00,2.37E-01,-5.61E-03,-7.80E+01,1.90E+01,2.31E+01,1.18E-01,7.17E-01,-6.46E-02,3.30E-01,-1.57E+00
255,-4.19E+01,-2.09E+02,4.97E+00,-1.89E+00,2.37E-01,-5.68E-03,-7.80E+01,1.90E+01,2.31E+01,1.18E-01,7.17E-01,-6.46E-02,3.30E-01,-1.57E+00
256,-4.19E+01,-2.09E+02,5.07E+00,-1.89E+00,2.38E-01,-5.71E-03,-7.80E+01,1.90E+01,2.31E+01,1.18E-01,7.17E-01,-6.47E-02,3.29E-01,-1.57E+00
